Paper,Citation
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Rigidly foldable quadrilateral meshes from angle arrays
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Visual servoing for multirotor precision landing in daylight and after-dark conditions
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application"
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,S-splines: A simple surface solution for IGA and CAD
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Kinematics and discretization of curved-fold mechanisms
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Folding approaches for tensioned precision planar shell structures
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM
Measured Polarization Components of Nonlinear Thomson Scattering,Experimental characterization of leaky-mode spatial light modulators fabricated via direct laser writing
Measured Polarization Components of Nonlinear Thomson Scattering,Near-to-eye electroholography via guided-wave acousto-optics for augmented reality
Measured Polarization Components of Nonlinear Thomson Scattering,Active Integrated Antenna Supporting Linear and Circular Polarizations
Measured Polarization Components of Nonlinear Thomson Scattering,Antireflective light-blocking layers using a liquid top matte coating
Measured Polarization Components of Nonlinear Thomson Scattering,Polarization-resolved single-photon measurements of nonlinear Thomson scattering
Measured Polarization Components of Nonlinear Thomson Scattering,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning
Measured Polarization Components of Nonlinear Thomson Scattering,Light splitting with imperfect wave plates
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Design for excess capability to handle uncertain product requirements in a developing world setting
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Collaboration task-technology fit for student distributed engineering design teams
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Quantifying the effects of various factors on the utility of design ethnography in the developing world
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Machine learning for evaluating the social impact of engineered products: A framework
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",A simple starting point for designing for and/or assessing the social impact of products
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Takeoff and performance trade-offs of retrofit distributed electric propulsion for urban transport
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Establishing baseline performance for off-the-shelf nitrile seals for the India Mark II hand pump system
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Requirements for software to support the use of social media in emergency management: A Delphi study
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development","“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal"
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Deconfliction in high-density unmanned aerial vehicle systems
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Benefits of a short-term engineering study abroad: A survey of students over the past 15 years
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",User attitudes toward the inspection of encrypted traffic
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",When does a human replan? Exploring intent-based replanning in multi-objective path planning
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Weighing Context and Trade-offs: How suburban adults selected their online security posture
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Towards a universal social impact metric for engineered products that alleviate poverty
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Realizing origami mechanisms from metal sheets
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development","Pseudo-singleton pattern and agnostic business layer for multi-engineer, synchronous, heterogeneous CAD"
Direct macro-to-micro interface method for microfluidics,Measurement of radiative gas and particle emissions in biomass flames
Direct macro-to-micro interface method for microfluidics,New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation
Direct macro-to-micro interface method for microfluidics,Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing
Direct macro-to-micro interface method for microfluidics,Performance comparison of low temperature and chemical absorption carbon capture processes in response to dynamic electricity demand and price profiles
Direct macro-to-micro interface method for microfluidics,Multiplexed efficient on-chip sample preparation and sensitive amplification-free detection of Ebola virus
Direct macro-to-micro interface method for microfluidics,Enhanced-Resolution SMAP Brightness Temperature Image Products
Direct macro-to-micro interface method for microfluidics,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration
Direct macro-to-micro interface method for microfluidics,"3D printed microfluidic features using dose control in X, Y, and Z dimensions"
Direct macro-to-micro interface method for microfluidics,3D printing for lab-on-a-chip devices with 20 μm channels
Direct macro-to-micro interface method for microfluidics,Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics
Direct macro-to-micro interface method for microfluidics,Thermal properties of thin film uranium oxides and thorium oxides
Direct macro-to-micro interface method for microfluidics,Orthogonal liquid-jet impingement on wettability-patterned impermeable substrates
Direct macro-to-micro interface method for microfluidics,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures"
Direct macro-to-micro interface method for microfluidics,Regional Stiffness Reduction Using Lamina Emergent Torsional Joints for Flexible Printed Circuit Board Design
Direct macro-to-micro interface method for microfluidics,Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts
Direct macro-to-micro interface method for microfluidics,Microfluidic temperature behavior in a multi-material 3D printed chip
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Nonlinear resonant ultrasound spectroscopy of stress corrosion cracking in stainless steel rods
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Microfluidic temperature behavior in a multi-material 3D printed chip
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,3D printed selectable dilution mixer pumps
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Thermally induced atomization during droplet impingement on superheated hydrophobic and superhydrophobic surfaces
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Predicting recrystallized grain size in friction stir processed 304L stainless steel
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Selective Laser Melting aluminum waveguide attenuation at K-band
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,3D printing for lab-on-a-chip devices with 20 μm channels
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,"3D printed microfluidic features using dose control in X, Y, and Z dimensions"
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties"
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Hydrodynamics of droplet impingement on hot surfaces of varying wettability
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Two-phase flow pressure drop in superhydrophobic channels
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,3D printed microfluidic selectable ratio mixer pump in 2 mm3
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,Solid state crack repair by friction stir processing in 304L stainless steel
DNA origami mediated electrically connected metal—semiconductor junctions,Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation
DNA origami mediated electrically connected metal—semiconductor junctions,Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants
DNA origami mediated electrically connected metal—semiconductor junctions,Fabrication and testing of a MEMS system for injection of DNA into plant cells
DNA origami mediated electrically connected metal—semiconductor junctions,Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction
DNA origami mediated electrically connected metal—semiconductor junctions,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration
DNA origami mediated electrically connected metal—semiconductor junctions,Realizing origami mechanisms from metal sheets
DNA origami mediated electrically connected metal—semiconductor junctions,Initial Comparisons of Friction Stir Spot Welding and Self Piercing Riveting of Ultra-Thin Steel Sheet
DNA origami mediated electrically connected metal—semiconductor junctions,A dual sensor selective for Hg2+ and cysteine detection
DNA origami mediated electrically connected metal—semiconductor junctions,"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors"
Kcollections: A fast and efficient library for K-mers,The polygraph: A data structure for genome alignment and variation detection
Kcollections: A fast and efficient library for K-mers,Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome
Kcollections: A fast and efficient library for K-mers,Feedback regulation of immune response to maximum exercise in Gulf war illness
Kcollections: A fast and efficient library for K-mers,Using physical and functional comparisons to assure 3rd-party IP for modern FPGAs
Kcollections: A fast and efficient library for K-mers,The AFLOW Library of Crystallographic Prototypes: Part 2
Kcollections: A fast and efficient library for K-mers,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs
Kcollections: A fast and efficient library for K-mers,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure
Kcollections: A fast and efficient library for K-mers,Modeling global and local codon bias with deep language models
Kcollections: A fast and efficient library for K-mers,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm
Kcollections: A fast and efficient library for K-mers,Genome polymorphism detection through relaxed de bruijn graph construction
Kcollections: A fast and efficient library for K-mers,Automating the design of thick-origami mechanisms
Kcollections: A fast and efficient library for K-mers,The PepSeq Pipeline: Software for Antimicrobial Motif Discovery in Randomly-Generated Peptide Libraries
Spectral and Dynamic Consequences of Network Specialization,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms
Spectral and Dynamic Consequences of Network Specialization,Informing the use of hyperparameter optimization through metalearning
Spectral and Dynamic Consequences of Network Specialization,Feedback regulation of immune response to maximum exercise in Gulf war illness
Spectral and Dynamic Consequences of Network Specialization,Model Boundary Approximation Method as a Unifying Framework for Balanced Truncation and Singular Perturbation Approximation
Spectral and Dynamic Consequences of Network Specialization,Multi-timescale pump-probe spectroscopy using time-encoding and time-stretching methods
Spectral and Dynamic Consequences of Network Specialization,"Active Topology Inference in Store, Code, and Forward Networks"
Spectral and Dynamic Consequences of Network Specialization,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials
Spectral and Dynamic Consequences of Network Specialization,Machine-learned multi-system surrogate models for materials prediction
Spectral and Dynamic Consequences of Network Specialization,Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers
Spectral and Dynamic Consequences of Network Specialization,A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance
Spectral and Dynamic Consequences of Network Specialization,Alpha Model Domination in Multiple Choice Learning
Spectral and Dynamic Consequences of Network Specialization,A Rateless Approach to Physical-Layer Security
Spectral and Dynamic Consequences of Network Specialization,Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model
Spectral and Dynamic Consequences of Network Specialization,Data classification and parameter identification in power systems by manifold learning
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,Finite element model of dry-stack masonry shear walls
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,Bézier B̄ projection
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,"Strength, behavior, and failure mode of hollow concrete masonry constructed with mortars of different strengths"
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,Compressive strength of high-strength concrete masonry grouted prisms
Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Intensive mentoring and micro-electronics research for students in engineering (IMMERSE)
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Lowman's model goes back to the movies
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Efficient evolutionary learning algorithm for real-time embedded vision applications
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Optimal combined long-term facility design and short-term operational strategy for CHP capacity investments
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Testing and analysis of masonry hollow clay block prisms filled with mortar
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,A New Boundary Harnack Principle (Equations with Right Hand Side)
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition
SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Measurement of radiative gas and particle emissions in biomass flames
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Impact of particle properties on radiative heat flux in an oxy-coal reactor
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Heat transfer to bouncing droplets on superhydrophobic surfaces
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Modeling soot in coal systems
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Influence of micro-structured superhydrophobic surfaces on nucleation and natural convection in a heated pool
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,Impact of computational mesh on CFD combustion predictions
Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,A fast-running simulation tool for axisymmetric oxy-coal combustors
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Water entry of deformable spheres
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Scatterometer Backscatter Imaging Using Backus-Gilbert Inversion
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Field testing of Cryogenic Carbon Capture
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Compressive strength of high-strength concrete masonry grouted prisms
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model
Cryogenic Stress-Driven Grain Growth Observed via Microcompression with in situ Electron Backscatter Diffraction,Dynamics of a capsule flowing in a tube under pulsatile flow
Biocompatible PEGDA Resin for 3D Printing,Frequency response of the leap motion controller and its suitability for measuring tremor
Biocompatible PEGDA Resin for 3D Printing,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
Biocompatible PEGDA Resin for 3D Printing,Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration
Biocompatible PEGDA Resin for 3D Printing,Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact
Biocompatible PEGDA Resin for 3D Printing,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures"
Biocompatible PEGDA Resin for 3D Printing,Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing
Biocompatible PEGDA Resin for 3D Printing,3D printed microfluidic selectable ratio mixer pump in 2 mm3
Biocompatible PEGDA Resin for 3D Printing,3D printed selectable dilution mixer pumps
Biocompatible PEGDA Resin for 3D Printing,Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics
Biocompatible PEGDA Resin for 3D Printing,Design and modeling of a prosthetic venous valve
Biocompatible PEGDA Resin for 3D Printing,The effects of voids in quasi-static indentation of resin-infused reinforced polymers
Biocompatible PEGDA Resin for 3D Printing,Mechanical and temperature resilience of multi-material systems for printed electronics packaging
Biocompatible PEGDA Resin for 3D Printing,Effects of laser ablation parameters to pattern high purity magnesium surfaces
Biocompatible PEGDA Resin for 3D Printing,Biocompatible and sustainable power supply for self-powered wearable and implantable electronics using III-nitride thin-film-based flexible piezoelectric generator
Biocompatible PEGDA Resin for 3D Printing,Exploration and evaluation of CAD modeling in virtual reality
Biocompatible PEGDA Resin for 3D Printing,3D printing for lab-on-a-chip devices with 20 μm channels
Biocompatible PEGDA Resin for 3D Printing,"3D printed microfluidic features using dose control in X, Y, and Z dimensions"
Biocompatible PEGDA Resin for 3D Printing,Microfluidic temperature behavior in a multi-material 3D printed chip
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Advances in Signal Processing for Friction Stir Welding Temperature Control
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Predicting recrystallized grain size in friction stir processed 304L stainless steel
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Mixing plane simulation of a high-performance fan using kestrel
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,A comparison of model predictive control and PID temperature control in friction stir welding
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718"
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Developable mechanisms on regular cylindrical surfaces
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Machine-learned multi-system surrogate models for materials prediction
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,Deployable lenticular stiffeners for origami-inspired mechanisms
A Method for Creating Product Social Impact Models of Engineered Products,Using a Product's Sustainability Space as a Design Exploration Tool
A Method for Creating Product Social Impact Models of Engineered Products,Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams
A Method for Creating Product Social Impact Models of Engineered Products,"An assessment of village drill sustainability, with recommendations"
A Method for Creating Product Social Impact Models of Engineered Products,Strategies employed and lessons learned by commercial construction companies during economic recession and recovery
A Method for Creating Product Social Impact Models of Engineered Products,Quantifying the effects of various factors on the utility of design ethnography in the developing world
A Method for Creating Product Social Impact Models of Engineered Products,New uses of instagram in design history education
A Method for Creating Product Social Impact Models of Engineered Products,Accelerating high-throughput searches for new alloys with active learning of interatomic potentials
A Method for Creating Product Social Impact Models of Engineered Products,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise
A Method for Creating Product Social Impact Models of Engineered Products,Impact of computational mesh on CFD combustion predictions
A Method for Creating Product Social Impact Models of Engineered Products,"Social impact in product design, an exploration of current industry practices"
A Method for Creating Product Social Impact Models of Engineered Products,Towards a universal social impact metric for engineered products that alleviate poverty
A Method for Creating Product Social Impact Models of Engineered Products,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure
A Method for Creating Product Social Impact Models of Engineered Products,When does a human replan? Exploring intent-based replanning in multi-objective path planning
A Method for Creating Product Social Impact Models of Engineered Products,Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware
A Method for Creating Product Social Impact Models of Engineered Products,Factors leading to sustainable social impact on the affected communities of engineering service learning projects
A Method for Creating Product Social Impact Models of Engineered Products,Requirements for software to support the use of social media in emergency management: A Delphi study
A Method for Creating Product Social Impact Models of Engineered Products,Realizing origami mechanisms from metal sheets
A Method for Creating Product Social Impact Models of Engineered Products,Do capstone students really understand the needs of the customer?: Observations on students’ blind spots left by early program curriculum
A Method for Creating Product Social Impact Models of Engineered Products,Technology and design programs
A Method for Creating Product Social Impact Models of Engineered Products,New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Movie recommendations using the deep learning approach
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Rigidly foldable quadrilateral meshes from angle arrays
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Split-vertex technique for thickness-accommodation in origami-based mechanisms
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Open source computational photonics toolbox
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Moderating operator influence in human-swarm systems
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Scalable fabric tactile sensor arrays for soft bodies
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Generating derivative superstructures for systems with high configurational freedom
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,A comparison of model predictive control and PID temperature control in friction stir welding
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application"
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Effect of leader placement on robotic swarm control
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Fundamental Principles of Tremor Propagation in the Upper Limb
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,When does a human replan? Exploring intent-based replanning in multi-objective path planning
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Motion planning for mobile robots using inverse kinematics branching
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Rigidly foldable quadrilateral meshes from angle arrays
Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,Toward quantitative characterization of essential tremor for future tremor suppression
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Strategies for Removing Common Mode Failures from TMR Designs Deployed on SRAM FPGAs
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,A Hybrid Approach to FPGA Configuration Scrubbing
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Dynamic SEU Sensitivity of Designs on Two 28-nm SRAM-Based FPGA Architectures
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Using physical and functional comparisons to assure 3rd-party IP for modern FPGAs
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Microcontroller compiler-assisted software fault tolerance
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Selective hardening for neural networks in FPGAs
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Benefits of Complementary SEU Mitigation for the LEON3 Soft Processor on SRAM-Based FPGAs
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Neutron Radiation Beam Results for the Xilinx UltraScale+ MPSoC
