Paper,Reviewer,Decision,Review
Improving full-scale models of new carbon capture technologies with uncertainty quantification,Fullwood D.T.,True,The best thing I have ever read
Improving full-scale models of new carbon capture technologies with uncertainty quantification,Canizales K.A.,True,Not bad at all
Ground-based sense-and-avoid system for small unmanned aircraft,Bender C.,True,Interesting
Ground-based sense-and-avoid system for small unmanned aircraft,Zhang D.,False,My dog can write better
Ground-based sense-and-avoid system for small unmanned aircraft,Cabas A.,True,The best thing I have ever read
Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,Candia G.,True,The best thing I have ever read
Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,Xu B.,False,I fell asleep while reading
Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,Lyman C.A.,True,Not bad at all
How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,Jones S.H.,True,The best thing I have ever read
How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,Lofthouse V.,True,Not bad at all
How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,Hasler E.,False,Meh
Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,Shamsabadi A.,True,The best thing I have ever read
Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,Milana G.,True,Not bad at all
Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,Monaco P.,True,The best thing I have ever read
Benchmarking your break rates: A review of new findings and trends from north American water main break studies,Hill M.,True,Not bad at all
Benchmarking your break rates: A review of new findings and trends from north American water main break studies,Youd T.L.,True,Not bad at all
Benchmarking your break rates: A review of new findings and trends from north American water main break studies,Larsen A.,True,Interesting
Design of a clinical decision support system for fracture prediction using imbalanced dataset,Merrell A.J.,True,Interesting
Design of a clinical decision support system for fracture prediction using imbalanced dataset,Meena G.G.,False,I fell asleep while reading
Design of a clinical decision support system for fracture prediction using imbalanced dataset,Gautam A.,True,Interesting
Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,Primig S.,True,The best thing I have ever read
Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,Farnsworth C.B.,True,The best thing I have ever read
Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,Stephens K.K.,True,The best thing I have ever read
Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,Dallon E.,True,Not bad at all
Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,Lyman C.A.,True,Interesting
Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,Glorieux C.,True,The best thing I have ever read
Informing the use of hyperparameter optimization through metalearning,Karra S.,True,Interesting
Informing the use of hyperparameter optimization through metalearning,Martinez T.,False,Nothing makes sense
Informing the use of hyperparameter optimization through metalearning,Bowden A.E.,True,Not bad at all
Deep visual gravity vector detection for unmanned aircraft attitude estimation,Johnson J.,True,Interesting
Deep visual gravity vector detection for unmanned aircraft attitude estimation,Cabas A.,True,Interesting
Deep visual gravity vector detection for unmanned aircraft attitude estimation,Barrett B.J.,False,My dog can write better
New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,Upadhyay P.,True,Interesting
New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,Akay M.F.,False,My dog can write better
New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,Eggett D.L.,True,Interesting
Bias estimation for angle-only sensors in distributed multi-target tracking systems,Austin D.E.,True,Not bad at all
Bias estimation for angle-only sensors in distributed multi-target tracking systems,Gustafson E.,True,The best thing I have ever read
Bias estimation for angle-only sensors in distributed multi-target tracking systems,Beard R.W.,False,Is this a joke?
Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,Rodin G.J.,True,The best thing I have ever read
Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,Goodrich M.A.,True,Interesting
Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,Scott M.A.,True,Interesting
Nano-Composite Foam Sensor System in Football Helmets,Schmidt H.,False,Nothing makes sense
Nano-Composite Foam Sensor System in Football Helmets,Wang X.,True,Not bad at all
Nano-Composite Foam Sensor System in Football Helmets,Claussen J.C.,True,Not bad at all
Effects of Laryngeal Activity on Articulation,Kraus D.,True,Not bad at all
Effects of Laryngeal Activity on Articulation,Hyatt P.,True,Interesting
Effects of Laryngeal Activity on Articulation,Machekposhti D.F.,False,I would not even use it as toilet paper
Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,Mattson C.A.,True,Not bad at all
Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,Lawrence E.,False,Meh
Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,Phipps E.R.,True,Interesting
A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,Koehler R.,True,Interesting
A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,Ebert J.,True,The best thing I have ever read
A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,Lay K.,False,My dog can write better
Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,Perego A.,True,Not bad at all
Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,Watt R.K.,True,Not bad at all
Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,Gustafson E.,True,The best thing I have ever read
Water supply damage caused by the 2016 Kumamoto Earthquake,Wood C.,True,Interesting
Water supply damage caused by the 2016 Kumamoto Earthquake,Hopkins E.,False,I fell asleep while reading
Water supply damage caused by the 2016 Kumamoto Earthquake,Franke T.K.,True,Interesting
Plain-Style Preferences of US Professionals,Horak P.,True,The best thing I have ever read
Plain-Style Preferences of US Professionals,Kovacevic A.,False,I fell asleep while reading
Plain-Style Preferences of US Professionals,Saftner D.A.,True,Not bad at all
Analysis of the external radiation from circular cylindrical shells,Qiu L.,True,The best thing I have ever read
Analysis of the external radiation from circular cylindrical shells,Ripa B.,True,Interesting
Analysis of the external radiation from circular cylindrical shells,Crane N.B.,True,Not bad at all
Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,Fernelius M.H.,True,The best thing I have ever read
Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,Shillue W.,True,Not bad at all
Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,Walker Z.,True,The best thing I have ever read
Continuous permeability measurement during unidirectional vacuum infusion processing,Morán J.,True,Not bad at all
Continuous permeability measurement during unidirectional vacuum infusion processing,Ziegmann G.,True,Interesting
Continuous permeability measurement during unidirectional vacuum infusion processing,Li X.,True,Not bad at all
"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",Hsu C.-W.,True,The best thing I have ever read
"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",McCracken S.L.,False,My dog can write better
"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",Hart G.,True,The best thing I have ever read
A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,Larsen B.,False,I fell asleep while reading
A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,Liu H.,True,Interesting
A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,Barber J.L.,True,The best thing I have ever read
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,Johnson J.A.,True,Not bad at all
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,Fagergren F.,True,Interesting
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,Cunningham A.,False,I fell asleep while reading
Layering Security at Global Control Points to Secure Unmodified Software,Jensen M.A.,True,Interesting
Layering Security at Global Control Points to Secure Unmodified Software,Noronha D.H.,True,The best thing I have ever read
Layering Security at Global Control Points to Secure Unmodified Software,Bonner N.,True,Not bad at all
Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,Park M.,True,Not bad at all
Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,Gustafson E.,True,Interesting
Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,Chen G.,True,The best thing I have ever read
Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,Gorrell S.E.,True,Not bad at all
Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,Prince D.R.,True,The best thing I have ever read
Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,Lansinger V.,True,Not bad at all
Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,Wald M.O.,True,Not bad at all
Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,Power R.,True,Interesting
Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,Gautam A.,True,Not bad at all
Selective Laser Melting aluminum waveguide attenuation at K-band,Griffiths A.,True,Not bad at all
Selective Laser Melting aluminum waveguide attenuation at K-band,Weaver J.M.,True,The best thing I have ever read
Selective Laser Melting aluminum waveguide attenuation at K-band,Wang C.-M.,True,The best thing I have ever read
Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,Peterson J.R.,True,The best thing I have ever read
Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,Manyam S.G.,True,Not bad at all
Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,Colton J.S.,True,Interesting
Simulations in Construction and Engineering Management Education to Explore Professional Challenges,Boaventura-Cunha J.,True,Interesting
Simulations in Construction and Engineering Management Education to Explore Professional Challenges,Howell B.,True,The best thing I have ever read
Simulations in Construction and Engineering Management Education to Explore Professional Challenges,Fry R.,True,The best thing I have ever read
A comparison of model predictive control and PID temperature control in friction stir welding,Aghito M.,False,I fell asleep while reading
A comparison of model predictive control and PID temperature control in friction stir welding,Clark R.,True,Interesting
A comparison of model predictive control and PID temperature control in friction stir welding,Kleinbaum S.,True,Not bad at all
Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,Farnsworth M.S.,True,The best thing I have ever read
Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,Hutchings B.L.,False,Is this a joke?
Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,Kelly J.D.,True,Not bad at all
Review of research on student-facing learning analytics dashboards and educational recommender systems,Gossett E.,False,My dog can write better
Review of research on student-facing learning analytics dashboards and educational recommender systems,Casbeer D.,True,Not bad at all
Review of research on student-facing learning analytics dashboards and educational recommender systems,Stasak D.,True,Interesting
Design for excess capability to handle uncertain product requirements in a developing world setting,Montgomery J.,True,The best thing I have ever read
Design for excess capability to handle uncertain product requirements in a developing world setting,Sansom R.L.,True,Not bad at all
Design for excess capability to handle uncertain product requirements in a developing world setting,Bahari M.,True,Interesting
Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,Wilson A.E.,True,The best thing I have ever read
Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,Keller A.,True,The best thing I have ever read
Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,Sarić A.T.,True,Interesting
An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,Bateman T.C.,True,Not bad at all
An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,Williams J.L.,True,Not bad at all
An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,Morgan D.C.,True,Interesting
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Jensen B.,False,Is this a joke?
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Gorrell S.E.,True,Not bad at all
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Smith R.,True,Not bad at all
Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,Anderson R.,True,Not bad at all
Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,Huang Z.,True,The best thing I have ever read
Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,Taylor A.,True,The best thing I have ever read
Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,Park M.,True,Not bad at all
Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,Cook A.,True,Interesting
Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,Lin C.-S.,False,Nothing makes sense
"The need, development, and validation of the innovation test instrument",Nordin G.,True,Interesting
"The need, development, and validation of the innovation test instrument",André F.,True,The best thing I have ever read
"The need, development, and validation of the innovation test instrument",Layton T.,True,The best thing I have ever read
Inferring ascending auction participation from observed bidders,Hurst W.,False,I fell asleep while reading
Inferring ascending auction participation from observed bidders,Wilson A.T.,True,Interesting
Inferring ascending auction participation from observed bidders,Grimsman D.,True,Interesting
Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,Iverson B.D.,True,The best thing I have ever read
Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,Broomfield J.,True,Not bad at all
Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,Carr A.,True,The best thing I have ever read
Inverted L-arm gripper compliant mechanism,Liu M.,True,The best thing I have ever read
Inverted L-arm gripper compliant mechanism,Shrager A.,True,The best thing I have ever read
Inverted L-arm gripper compliant mechanism,Frecker M.I.,False,I fell asleep while reading
A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,Stringham B.J.,False,Nothing makes sense
A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,Bischoff M.,True,Not bad at all
A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,Ottosson H.J.,True,The best thing I have ever read
Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,Corie T.H.,True,The best thing I have ever read
Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,Roundtree K.A.,False,Meh
Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,Benson D.,True,The best thing I have ever read
"The human touch: How non-expert users perceive, interpret, and fix topic models",Robinson W.,True,Interesting
"The human touch: How non-expert users perceive, interpret, and fix topic models",Reese K.,True,The best thing I have ever read
"The human touch: How non-expert users perceive, interpret, and fix topic models",Michela E.,True,Not bad at all
Shear joy of watching paint dry,Bai R.,True,The best thing I have ever read
Shear joy of watching paint dry,Wilson B.,True,The best thing I have ever read
Shear joy of watching paint dry,Peterson C.K.,False,Meh
Bad news first: How optimal directness depends on what is negated,Campbell K.S.,True,The best thing I have ever read
Bad news first: How optimal directness depends on what is negated,Kane E.,False,My dog can write better
Bad news first: How optimal directness depends on what is negated,Naidoo J.S.,True,Not bad at all
Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,Stott M.A.,True,Not bad at all
Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,Ganjalizadeh V.,True,Interesting
Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,Peters K.,False,My dog can write better
Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,Glorieux C.,False,I would not even use it as toilet paper
Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,Williams D.F.,True,The best thing I have ever read
Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,Nordin G.,True,The best thing I have ever read
Toward quantitative characterization of essential tremor for future tremor suppression,Webb D.,False,I would not even use it as toilet paper
Toward quantitative characterization of essential tremor for future tremor suppression,De Berker H.,True,The best thing I have ever read
Toward quantitative characterization of essential tremor for future tremor suppression,Shi Y.,True,Interesting
Water entry of deformable spheres,Magleby S.P.,True,Not bad at all
Water entry of deformable spheres,Primig S.,False,I fell asleep while reading
Water entry of deformable spheres,Vaugh A.B.,True,The best thing I have ever read
Generating derivative superstructures for systems with high configurational freedom,Christensen J.E.,True,Not bad at all
Generating derivative superstructures for systems with high configurational freedom,Halverson D.M.,True,Interesting
Generating derivative superstructures for systems with high configurational freedom,Suvorov A.,True,The best thing I have ever read
Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,Mayoral J.M.,True,Not bad at all
Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,Garcia E.,True,Interesting
Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,Opra J.,True,Not bad at all
Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,Gagakuma E.,True,The best thing I have ever read
Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,Rendon G.T.,True,The best thing I have ever read
Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,Transtrum M.K.,True,The best thing I have ever read
Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,Xue M.,True,The best thing I have ever read
Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,Schultz S.M.,False,Is this a joke?
Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,McLain T.W.,True,Not bad at all
Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,Price C.,True,The best thing I have ever read
Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,Cluff S.,False,Is this a joke?
Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,Turley R.S.,True,The best thing I have ever read
The AFLOW Library of Crystallographic Prototypes: Part 1,Ziegenfuss D.H.,False,Is this a joke?
The AFLOW Library of Crystallographic Prototypes: Part 1,Sommerfeldt S.D.,True,Not bad at all
The AFLOW Library of Crystallographic Prototypes: Part 1,Leary H.,True,Interesting
Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,Bencivenga F.,True,Not bad at all
Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,Goodson M.,True,Interesting
Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,Gorrell S.,True,Not bad at all
Counter UAS using a formation controlled dragnet,Okeson T.J.,True,The best thing I have ever read
Counter UAS using a formation controlled dragnet,Mahmood A.,False,Is this a joke?
Counter UAS using a formation controlled dragnet,Beyzaei C.,True,Interesting
Variable stiffness adaptation to mitigate system failure in inflatable robots,Barnwell N.V.,True,Not bad at all
Variable stiffness adaptation to mitigate system failure in inflatable robots,Fullwood D.,True,The best thing I have ever read
Variable stiffness adaptation to mitigate system failure in inflatable robots,Small K.A.,True,Not bad at all
"Multi-objective design optimization of a soft, pneumatic robot",Hammond A.M.,False,Meh
"Multi-objective design optimization of a soft, pneumatic robot",Manring L.,True,The best thing I have ever read
"Multi-objective design optimization of a soft, pneumatic robot",Jensen B.D.,True,The best thing I have ever read
Motion planning for mobile robots using inverse kinematics branching,Charles S.K.,True,Not bad at all
Motion planning for mobile robots using inverse kinematics branching,Harrison C.R.,True,The best thing I have ever read
Motion planning for mobile robots using inverse kinematics branching,Brink K.M.,False,I would not even use it as toilet paper
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Hill M.,True,The best thing I have ever read
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Brink K.M.,True,Interesting
SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Johnson J.,True,Interesting
"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",Rozsa J.,False,Meh
"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",Gneiting S.A.,True,Interesting
"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",Rose M.T.,True,Interesting
Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,Stoddard A.,True,The best thing I have ever read
Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,Citterio M.,True,Interesting
Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,Takai H.,True,Interesting
A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,Teichert L.,True,Not bad at all
A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,Magleby S.P.,False,I fell asleep while reading
A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,Garcia E.,True,Interesting
Modeling global and local codon bias with deep language models,Carroll J.D.,True,Not bad at all
Modeling global and local codon bias with deep language models,Johnson C.,True,The best thing I have ever read
Modeling global and local codon bias with deep language models,McCabe K.L.,False,I fell asleep while reading
Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,Mulford R.B.,True,Not bad at all
Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,Woodfield B.F.,True,Not bad at all
Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,Spearing S.M.,True,Interesting
Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,Retherford J.,True,Not bad at all
Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,Pederson J.,True,The best thing I have ever read
Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,Plotnick L.,False,I fell asleep while reading
Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,Clement M.,False,I fell asleep while reading
Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,Jonas R.K.,True,Interesting
Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,Lin A.,True,The best thing I have ever read
Genome polymorphism detection through relaxed de bruijn graph construction,Bearden C.E.,True,Not bad at all
Genome polymorphism detection through relaxed de bruijn graph construction,Wade B.S.C.,True,Interesting
Genome polymorphism detection through relaxed de bruijn graph construction,Jacobsen A.J.,False,I would not even use it as toilet paper
Cooperation induction in two player bertand markets with linear demand,Magleby S.P.,True,The best thing I have ever read
Cooperation induction in two player bertand markets with linear demand,Spendlove B.,True,The best thing I have ever read
Cooperation induction in two player bertand markets with linear demand,Monson T.,True,Interesting
Student perceptions and attitudes towards a required vs. An optional course in leadership,Weidman J.,True,Not bad at all
Student perceptions and attitudes towards a required vs. An optional course in leadership,Richard F.R.Y.,True,Not bad at all
Student perceptions and attitudes towards a required vs. An optional course in leadership,Hadi Nazari S.,True,The best thing I have ever read
Technology and design programs,Stevenson P.D.,True,Interesting
Technology and design programs,Ren Y.,True,The best thing I have ever read
Technology and design programs,Howell B.,True,The best thing I have ever read
Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,Jones S.,True,The best thing I have ever read
Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,Kirsch D.,False,Is this a joke?
Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,George J.,True,The best thing I have ever read
Cross platform usability: Evaluating computing tasks performed on multiple platforms,Awerkamp P.,False,Is this a joke?
Cross platform usability: Evaluating computing tasks performed on multiple platforms,Laney J.,True,Not bad at all
Cross platform usability: Evaluating computing tasks performed on multiple platforms,Campbell B.,True,The best thing I have ever read
Sustainable water filters in southern Peru,Villanueva I.,True,Interesting
Sustainable water filters in southern Peru,Brown D.M.,True,Interesting
Sustainable water filters in southern Peru,Sorensen C.,True,Not bad at all
Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,Warnick G.M.,True,The best thing I have ever read
Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,Morgan D.C.,True,The best thing I have ever read
Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,Irvin J.J.,False,I fell asleep while reading
Project-based learning curriculum for the junior year based on building a laser tag system,Pack A.T.,False,Is this a joke?
Project-based learning curriculum for the junior year based on building a laser tag system,Pankow M.,True,The best thing I have ever read
Project-based learning curriculum for the junior year based on building a laser tag system,Saftner D.A.,True,Interesting
A model workshop for helping new faculty engage students in the STEM Classroom,Weaver J.L.,True,Not bad at all
A model workshop for helping new faculty engage students in the STEM Classroom,Levy O.,True,Interesting
A model workshop for helping new faculty engage students in the STEM Classroom,Howell B.F.,False,Is this a joke?
Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,Raikes A.C.,False,I would not even use it as toilet paper
Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,Watt G.D.,True,The best thing I have ever read
Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,Lunt B.M.,True,Interesting
Analytical fragility curves for non-skewed highway bridges in Chile,Richards P.W.,True,Not bad at all
Analytical fragility curves for non-skewed highway bridges in Chile,Crane N.,True,Not bad at all
Analytical fragility curves for non-skewed highway bridges in Chile,Wood C.M.,True,Not bad at all
Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,Casbeer D.,True,The best thing I have ever read
Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,Franke K.W.,True,The best thing I have ever read
Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,Viglione M.,True,Not bad at all
Associative CAD references in the neutral parametric canonical form,Luk W.,False,Is this a joke?
Associative CAD references in the neutral parametric canonical form,Anderson M.,True,The best thing I have ever read
Associative CAD references in the neutral parametric canonical form,Hepworth A.I.,True,The best thing I have ever read
Design of low-power ultra-high voltage gain differential cascode stages,Norman K.,True,The best thing I have ever read
Design of low-power ultra-high voltage gain differential cascode stages,Bustamante D.,True,The best thing I have ever read
Design of low-power ultra-high voltage gain differential cascode stages,Ma F.,True,Interesting
Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,Spendlove B.,False,I would not even use it as toilet paper
Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,Andersen J.,True,Interesting
Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,Hedengren J.,True,Not bad at all
Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,Dwivedi V.H.,False,My dog can write better
Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,Meaker K.S.,True,The best thing I have ever read
Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,Wang X.,True,Not bad at all
"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",Schnepf P.D.,False,I fell asleep while reading
"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",Mardkhe M.K.,True,Not bad at all
"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",Hendricks L.J.,True,Not bad at all
Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,Park J.-W.,True,Not bad at all
Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,Nelson T.W.,False,I fell asleep while reading
Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,Sidhar H.,True,The best thing I have ever read
Simulation and exploration of high-density unmanned aerial vehicle systems,Boaventura-Cunha J.,True,Not bad at all
Simulation and exploration of high-density unmanned aerial vehicle systems,Millard J.D.,True,Not bad at all
Simulation and exploration of high-density unmanned aerial vehicle systems,Bender C.,True,Interesting
An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,Banesh D.,False,Is this a joke?
An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,Luscher D.J.,True,The best thing I have ever read
