Author,Organization Name,Type
Cai H.,University of California Santa Cruz,University
Park M.,University of California at Berkeley,University
Wall T.A.,Brigham Young University,University
Alfson K.J.,Texas Biomedical Research Institute,University
Griffiths A.,Texas Biomedical Research Institute,University
Carrion R.,Texas Biomedical Research Institute,University
Mathies R.A.,University of California at Berkeley,University
Prince D.,Brigham Young University,University
Shen C.,Brigham Young University,University
Fletcher T.,Brigham Young University,University
Wanik D.W.,University of Connecticut,University
Parent J.R.,University of Connecticut,University
Anagnostou E.N.,University of Connecticut,University
Hartman B.M.,Brigham Young University,University
Qi C.,Tsinghua University,University
Badger P.,Brigham Young University,University
Yu H.,Tsinghua University,University
You Z.,Tsinghua University,University
Yan X.,Tsinghua University,University
Shi Y.,Tsinghua University,University
Xia T.,Tsinghua University,University
Dong J.,Tsinghua University,University
Huang C.,Tsinghua University,University
Du Y.,Tsinghua University,University
Carsley J.E.,General Motors R&D,Company
Mishra R.K.,General Motors R&D,Company
Embley J.S.,Brigham Young University,University
Henrichsen A.M.,Brigham Young University,University
Smith T.J.,Brigham Young University,University
Maxfield J.H.,Brigham Young University,University
Erickson S.D.,Brigham Young University,University
Buck D.C.,Brigham Young University,University
Bowman K.E.,Brigham Young University,University
Jensen C.G.,Brigham Young University,University
Xing C.,Utah State University,University
Jensen C.,Utah State University,University
Lewis R.V.,Utah State University,University
Hamada M.S.,Los Alamos National Laboratory,Company
Steiner S.H.,University of Waterloo,University
MacKay R.J.,University of Waterloo,University
Reese C.S.,Brigham Young University,University
Willoughby D.,Brigham Young University,University
El-Essawi M.,Ford Motor Company,Company
Baskaran R.,Ford Motor Company,Company
Alanoly J.,Ford Motor Company,Company
McDonald S.J.,Brigham Young University,University
Colton M.B.,Brigham Young University,University
Alder C.K.,Brigham Young University,University
Penner J.F.,Brigham Young University,University
Eaton A.N.,Brigham Young University,University
George M.W.,Brigham Young Univ,University
Huffaker R.,Univ. of Florida,University
Sun G.,Brigham Young University,University
Hewson J.C.,Fire Science and Technology Department,Company
Kim J.-R.,University of Ulsan,University
Jeong Y.-H.,University of Ulsan,University
He J.,University of Connecticut,University
He J.,Brigham Young Univ.,University
Astitha M.,University of Connecticut,University
Frediani M.E.B.,University of Connecticut,University
Rose M.A.,Ball State University,University
Carter V.,University of Arkansas,University
Brown J.,Illinois State University,University
Shumway S.,Brigham Young University,University
Vermeltfoort A.T.,Eindhoven University,University
Martens D.R.W.,Eindhoven University,University
Lourenço P.B.,University of Minho,University
Ni R.,Pennsylvania State University,University
Pendlebury J.,Brigham Young University,University
McEwen B.,Brigham Young University,University
McCall A.J.,Brigham Young University,University
Balling R.J.,Brigham Young University,University
Niedfeldt P.C.,Brigham Young University,University
Ingersoll K.,Raytheon Missile Systems,Company
Archibald J.L.,AMS-TAOS USA Inc.,Company
Hotchkiss R.,Brigham Young Univ.,University
Ames D.P.,Brigham Young Univ.,University
Khoshniat A.,Utah State University,University
Yekan T.,Utah State University,University
Baktur R.,Utah State University,University
Barker B.,Brigham Young University,University
Johnson M.A.,University of Kansas,University
Noble P.,Institut de Mathématiques de Toulouse,University
Rodrigues L.M.,Université de Rennes 1,University
Ozcelik D.,University of California,University
Rahman M.,University of California Santa Cruz,University
Rahman M.,University of California,University
Duffield M.O.,Brigham Young University,University
Laycock R.G.,Brigham Young University,University
Fernelius M.H.,Brigham Young University,University
Wilding P.R.,Brigham Young University,University
Memmott M.J.,Brigham Young University,University
O’Neill M.,Brigham Young University,University
Bunker D.,Brigham Young University,University
Hendershot T.,Brigham Young University,University
Richard F.R.Y.,Brigham Young University,University
Briscoe T.,Brigham Young University,University
Stark C.G.,Brigham Young University,University
Willett K.,Brigham Young University,University
Hill J.C.,Brigham Young University,University
Prince D.R.,Brigham Young University,University
Gallacher J.,Brigham Young University,University
Fletcher M.E.,Brigham Young University,University
Rhamati M.,Brigham Young University,University
Richards A.P.,Brigham Young University,University
Shutt T.,Brigham Young University,University
Poornejad N.,Brigham Young University,University
Buckmiller E.,Brigham Young University,University
Schaumann L.,Brigham Young University,University
Wang H.,Brigham Young University,University
Wisco J.,Brigham Young University,University
Roeder B.,Brigham Young University,University
Reynolds P.,Brigham Young University,University
Cook A.,Brigham Young University,University
Nash C.,Brigham Young University,University
Rahmati M.,Brigham Young University,University
Howarth J.,Brigham Young University,University
DeYoung J.,Brigham Young University,University
Hosler T.,Brigham Young University,University
Adams B.,Brigham Young University,University
Harper C.,Brigham Young University,University
Butler M.,Brigham Young University,University
Schroedter T.,Brigham Young University,University
Williams T.,Brigham Young University,University
Allen J.T.,Brigham Young University,University
Tolman K.,Brigham Young University,University
Ottosson H.,Brigham Young University,University
Hirschi E.,Brigham Young University,University
Dahlin E.,Brigham Young University,University
Sperry R.,Brigham Young University,University
Stevens K.A.,Brigham Young University,University
Maynes D.R.,Brigham Young University,University
Stoddard A.,Brigham Young University,University
Gruwell A.,Brigham Young University,University
Zabriskie P.,Brigham Young University,University
Turley R.S.,Brigham Young University,University
Thomas S.M.,Brigham Young University,University
Willett S.G.,Brigham Young University,University
Greenburg M.J.,Brigham Young University,University
Perry S.B.,Brigham Young University,University
McClelland H.G.,Aerospace and Ocean Engineering,Company
Kang C.K.,Aerospace and Ocean Engineering,Company
Woolsey C.A.,Aerospace and Ocean Engineering,Company
Roberts A.K.,Brigham Young University,University
Buck D.,Brigham Young University,University
Cheney T.,Brigham Young University,University
Frustaci J.B.,Kimley-Horn and Associates,Company
Heath D.,Google,Company
Ngo K.,Clemson University,University
Thameem M.,College of Architecture,University
Peterson M.W.,Brigham Young University,University
Webber T.,Brigham Young University,University
Shishavan R.A.,Occidental Petroleum Corporation,Company
Sayre A.,Sustainable Energy Solutions,Company
Frankman D.,Sustainable Energy Solutions,Company
Baxter A.,Sustainable Energy Solutions,Company
Stitt K.,Sustainable Energy Solutions,Company
Baxter L.,Brigham Young University,University
Ekstrom L.T.,SandME Inc.,Company
Harrington M.,University of California Santa Cruz,University
Fredrickson A.,AECOM,Company
Nicks J.,Federal Highway Administration,Company
Mojica J.L.,Brigham Young University,University
Petersen D.,Brigham Young University,University
Hansen B.,Brigham Young University,University
Fry A.,Brigham Young University,University
Wendt J.O.L.,University of Utah,University
Hopkins E.,Earth and Environmental Sciences Division,Company
Holland T.,Brigham Young University,University
Billings B.,Brigham Young University,University
Roberts M.,Brigham Young University,University
Butler B.,RMRS Missoula Fire Sciences Laboratory,Company
Tolman S.S.,Utah Valley University,University
Ma F.,Xidian University,University
Bai R.,Xidian University,University
Marr K.M.,Brigham Young University,University
Bjørkevoll K.S.,SINTEF Petroleum Research,Company
Eaton A.,Brigham Young University,University
Reichman B.O.,Brigham Young University,University
Gallagher H.L.,Air Force Research Laboratory,Company
Harker B.M.,Brigham Young University,University
Cook M.R.,Brigham Young University,University
McKinley R.L.,Air Force Research Laboratory,Company
Gonzalez-Juez E.D.,Combustion Science & Engineering,Company
Dasgupta A.,Combustion Science & Engineering,Company
Arshad S.,Chalmers University of Technology,University
Lignell D.,Brigham Young University,University
Skousen D.J.,Merit Medical Systems,Company
Jones K.N.,Ford Motor Company,Company
Kowalski T.,Brigham Young University,University
Tiwari R.,IIIT-Delhi,Company
Butail S.,Northern Illinois University,University
Baliyarasimhuni S.P.,IIIT-Delhi,Company
Scott E.,CKR Engineers,Company
Marsh A.,DOWL,Company
MacCarty N.A.,Oregon State University,University
Nguyen T.,Hayward Baker,Company
Shao L.,Hayward Baker,Company
Bender C.,Fehr and Peers,Company
Wolfe D.,Applied Geotechnical Engineering Consultants,Company
Reimschiissel B.,Brigham Young Univ.,University
Sabau S.,Stevens Institute of Technology,University
Oara C.,University politehnica Bucharest,University
Jadbabaie A.,University of Pennsylvania,University
Mancini S.,Department of Mechanical Engineering,Company
Parness A.,California Institute of Technology,University
Glorieux C.,Department of Physics and Astronomy,Company
Orme A.,Brigham Young University,University
Ravert J.,Brigham Young University,University
Cole-Rhodes A.,Morgan State University,University
Moazzami F.,Morgan State University,University
Yuan Y.,University of Cambridge,University
Rai A.,Massachusetts Institute of Technology,University
Stan G.-B.,Imperial College London,University
Goncalves J.,University of Cambridge,University
