Paper,Reviewers
10.1109/VTCSpring.2019.8746472/O,57202321033;57203731804;24465414600
10.1109/VTCSpring.2019.8746472/P,55649569259;57203957449;57206834042
10.1109/VTCSpring.2019.8746472/S,57202319101;8715877100;57218761022
10.1109/LRA.2019.2896478/O,57188173800;57210292389;57197795830
10.1109/LRA.2019.2896478/P,57195591421;14033673100;56331558100
10.1109/LRA.2019.2896478/S,57218761022;57215904613;7005513246
10.1016/j.conbuildmat.2019.01.037/O,57203486012;57199050938;54911216200
10.1016/j.conbuildmat.2019.01.037/P,57081918700;57191155872;55764744500
10.1016/j.conbuildmat.2019.01.037/S,57201772566;14822519000;57215333932
10.1108/RPJ-01-2018-0029/O,57209274795;8929123100;57215680724
10.1108/RPJ-01-2018-0029/P,57219006078;57215697686;7202687601
10.1108/RPJ-01-2018-0029/S,57203943386;57203942414;57200529047
10.1007/s10921-019-0566-9/O,57193715705;57218591162;36011148100
10.1007/s10921-019-0566-9/P,57200363612;57208524360;36055605700
10.1007/s10921-019-0566-9/S,56781290700;57218097969;57203028829
10.1109/TAP.2018.2888702/O,55693760600;6701834327;57194787481
10.1109/TAP.2018.2888702/P,56380927900;6701876192;57194787481
10.1109/TAP.2018.2888702/S,34168247900;6701834327;7202277096
10.1103/PhysRevFluids.4.034803/O,57218202833;7402648240;57200214703
10.1103/PhysRevFluids.4.034803/P,6701720294;35236338800;56164575400
10.1103/PhysRevFluids.4.034803/S,56939117000;57192945685;56012631600
10.1016/j.jmatprotec.2018.09.039/O,54399816500;23134948300;14831622300
10.1016/j.jmatprotec.2018.09.039/P,57193564939;56248395300;56012631600
10.1016/j.jmatprotec.2018.09.039/S,23134948300;57191616632;57211158470
10.1115/1.4042335/O,57205766759;55858031100;7004904337
10.1115/1.4042335/P,56716068400;57218202833;57212877401
10.1115/1.4042335/S,6602562656;57211281996;57205762398
10.1115/1.4042442/O,57201358872;57201366662;23570183200
10.1115/1.4042442/P,56692412900;7406552522;7101643443
10.1115/1.4042442/S,7202518970;56748981000;57200687939
10.1016/j.nanoen.2018.12.080/O,7005636820;57215007775;7202687601
10.1016/j.nanoen.2018.12.080/P,54978625300;57214076898;7102975249
10.1016/j.nanoen.2018.12.080/S,7006441571;57202116348;57213462935
10.1016/j.ndteint.2018.12.007/O,10141271600;57218202833;18535712500
10.1016/j.ndteint.2018.12.007/P,57194053456;57191155872;57218097969
10.1016/j.ndteint.2018.12.007/S,35790633100;23052031200;57211502145
10.1145/3289602.3293911/O,57204029674;57204968964;57215598228
10.1145/3289602.3293911/P,57191156976;57208707585;57204964732
10.1145/3289602.3293911/S,57204029674;57207689986;57200117690
10.1145/3289602.3293922/O,7409253428;56071519600;7103395611
10.1145/3289602.3293922/P,57215598228;57208710317;57216244800
10.1145/3289602.3293922/S,57203240784;24831334500;57205645397
10.1016/j.jbiomech.2018.12.028/O,56897186700;7103123753;7005523706
10.1016/j.jbiomech.2018.12.028/P,14033673100;57194636792;16548784600
10.1016/j.jbiomech.2018.12.028/S,16313800700;56830076500;57218095797
10.1109/TMECH.2018.2878228/O,55806548500;26642910500;55778257800
10.1109/TMECH.2018.2878228/P,56941526100;7101608513;7005709969
10.1109/TMECH.2018.2878228/S,57209889565;57207843958;57209567638
10.1016/j.ijheatmasstransfer.2018.10.030/O,57191570988;6603114735;57218202833
10.1016/j.ijheatmasstransfer.2018.10.030/P,57214937519;36667397700;7004511126
10.1016/j.ijheatmasstransfer.2018.10.030/S,57214589312;55542008600;12445742400
10.1016/j.automatica.2018.11.054/O,6601908155;57191862517;8392459500
10.1016/j.automatica.2018.11.054/P,56020026900;6601908155;8392459500
10.1016/j.automatica.2018.11.054/S,7006051256;57215534774;56363360200
10.1109/RESPECT46404.2019.8985707/O,7402756644;57216181629;57217789464
10.1109/RESPECT46404.2019.8985707/P,57189026693;34873697600;7006214218
10.1109/RESPECT46404.2019.8985707/S,55944615300;57212343330;57194141209
10.1016/j.jmbbm.2018.10.025/O,55780846900;55359090100;6603410853
10.1016/j.jmbbm.2018.10.025/P,7006111578;55674595800;56896749800
10.1016/j.jmbbm.2018.10.025/S,57218095797;56514586700;57192307368
10.1002/qre.2387/O,57212455523;57218221803;7004904337
10.1002/qre.2387/P,56442655200;57023931200;9277159100
10.1002/qre.2387/S,6508306234;57212455523;57215136260
10.1109/TAP.2018.2880049/O,56585583100;8397084400;57208015963
10.1109/TAP.2018.2880049/P,6701387944;57201125120;57191155872
10.1109/TAP.2018.2880049/S,57205556489;6701834327;23487261200
10.1109/TCSII.2018.2845883/O,57140193000;57189491950;55967471000
10.1109/TCSII.2018.2845883/P,7402967162;57200117690;57218879246
10.1109/TCSII.2018.2845883/S,57206834042;55353164900;57217041570
10.1016/j.commatsci.2018.10.036/O,23060352300;56363360200;56819566000
10.1016/j.commatsci.2018.10.036/P,56781290700;35790633100;57205288709
10.1016/j.commatsci.2018.10.036/S,56149906900;55359090100;55359526600
10.1109/CDC.2018.8619454/O,57218202833;56315330500;34874297000
10.1109/CDC.2018.8619454/P,56819566000;26538762200;55130094700
10.1109/CDC.2018.8619454/S,56315330500;9277159100;57218202833
10.1109/CDC.2018.8619098/O,57193565771;56102505100;7004904337
10.1109/CDC.2018.8619098/P,57218202833;6508306234;7005513246
10.1109/CDC.2018.8619098/S,56819566000;57191620725;7004904337
10.1109/ICMLA.2018.00142/O,57195591421;57217245563;57208015963
10.1109/ICMLA.2018.00142/P,57202323019;57202445593;56795914000
10.1109/ICMLA.2018.00142/S,55812232700;57218270296;55194109800
10.1109/NAPS.2018.8600617/O,56819566000;57216076371;35562442700
10.1109/NAPS.2018.8600617/P,7006542177;57210912098;57218886193
10.1109/NAPS.2018.8600617/S,57201022887;57210911049;57191620725
10.2514/6.2019-1221/O,34168247900;57215609504;57193834529
10.2514/6.2019-1221/P,57200730892;34874297000;7103004161
10.2514/6.2019-1221/S,6701610428;56824897200;57203661089
10.2514/6.2019-1573/O,57200118993;35338971800;57210287166
10.2514/6.2019-1573/P,7402967162;57188658434;57216748895
10.2514/6.2019-1573/S,53878508900;57200077532;56798055200
10.2514/6.2019-1109/O,6701863708;7403218372;57218685929
10.2514/6.2019-1109/P,56875349800;36106810300;57218202833
10.2514/6.2019-1109/S,57218202833;57204728159;57211105311
10.1115/IMECE2019-11470/O,56871132500;18937960700;7004904337
10.1115/IMECE2019-11470/P,57195217444;57216187696;57212089454
10.1115/IMECE2019-11470/S,18937960700;7004511126;56323465700
10.2514/1.C035321/O,57211516485;7004904337;55252859600
10.2514/1.C035321/P,9245406100;57188654880;57193749678
10.2514/1.C035321/S,55249877500;57204761536;57204031131
10.1007/978-3-319-74476-6_3/O,24830555500;7003292762;54911216200
10.1007/978-3-319-74476-6_3/P,57207901363;56818839700;57198451372
10.1007/978-3-319-74476-6_3/S,7102900497;57197791798;57144565100
10.35199/epde2019.72/O,55249877500;57205761514;56716068400
10.35199/epde2019.72/P,56830076500;55249877500;6701720294
10.35199/epde2019.72/S,57211516485;57205765859;57212877661
10.35199/epde2019.51/O,55249877500;56716068400;34874038200
10.35199/epde2019.51/P,57205762391;56741048000;7102405529
10.35199/epde2019.51/S,6602572190;57213342768;57203179434
10.35199/epde2019.52/O,57200884469;6701834327;57212877401
10.35199/epde2019.52/P,18535712500;34873482400;24759275600
10.35199/epde2019.52/S,56487893500;7004234161;7006410098
10.1364/FIO.2019.JW4A.15/O,25639041400;24831334500;57191995369
10.1364/FIO.2019.JW4A.15/P,7103395611;7003381644;55967471000
10.1364/FIO.2019.JW4A.15/S,25639041400;57189235340;57206834042
10.1364/FIO.2019.JW3A.118/O,7103236401;56709287700;57211500187
10.1364/FIO.2019.JW3A.118/P,16027856900;57202116348;57216811262
10.1364/FIO.2019.JW3A.118/S,57202120923;57217041570;56226072000
10.1017/dsi.2019.409/O,57218202833;7004904337;57204761536
10.1017/dsi.2019.409/P,8448666000;6701777223;57210260262
10.1017/dsi.2019.409/S,57204761536;57218202833;7004904337
10.1115/POWER2019-1874/O,57202017958;57193338296;6508306234
10.1115/POWER2019-1874/P,57193338296;57218202833;57217866402
10.1115/POWER2019-1874/S,6601976036;56584019300;57193338296
10.1364/AO.58.00G363/O,36913263000;53866135200;57214009254
10.1364/AO.58.00G363/P,7402967162;55649569259;57215823167
10.1364/AO.58.00G363/S,35562442700;57206968876;24923036100
10.1061/9780784482575.009/O,7402422734;6701720294;57211217749
10.1061/9780784482575.009/P,57217866402;57217872286;55736845400
10.1061/9780784482575.009/S,6701720294;57198919773;57139150400
10.1016/j.medengphy.2018.11.001/O,57023931200;57204964732;35508257500
10.1016/j.medengphy.2018.11.001/P,57204968964;57214855898;57217654846
10.1016/j.medengphy.2018.11.001/S,57215607275;57200077532;57217654846
10.1115/DETC2019-98126/O,57212351059;57192697616;57204031131
10.1115/DETC2019-98126/P,7403218372;56577817900;57198146081
10.1115/DETC2019-98126/S,7003678761;57188681207;57214937519
10.1115/DETC2019-97546/O,6603042352;57212345817;57197773578
10.1115/DETC2019-97546/P,56830076500;57204032253;56890669600
10.1115/DETC2019-97546/S,56045493000;57205257595;56071519600
10.1115/DETC2019-97202/O,9277159100;56330970800;57197765353
10.1115/DETC2019-97202/P,57207312334;57212345817;57190247942
10.1115/DETC2019-97202/S,57200699937;6603615600;57197797367
10.1115/DETC2019-98407/O,57204029674;56767836200;57200534297
10.1115/DETC2019-98407/P,6507358470;57197773578;55161739600
10.1115/DETC2019-98407/S,57194392244;7006214218;57212351859
10.1115/DETC2019-98168/O,57204728159;57021948900;55806548500
10.1115/DETC2019-98168/P,56677251600;57205257595;7004904337
10.1115/DETC2019-98168/S,57214855898;57212277900;56716946800
10.1115/DETC2019-97899/O,35994294500;24759275600;56677251600
10.1115/DETC2019-97899/P,56071519600;56149906900;57212136375
10.1115/DETC2019-97899/S,57212277900;56330970800;57212341630
10.1115/DETC2019-98419/O,6602649851;57208255032;57189243866
10.1115/DETC2019-98419/P,55249877500;57204728159;57217041570
10.1115/DETC2019-98419/S,57212136375;57212415946;55588035200
10.1115/DETC2019-98056/O,57197791798;57212151348;56890178400
10.1115/DETC2019-98056/P,57204719691;15848771600;7005513246
10.1115/DETC2019-98056/S,35994294500;57205257595;13411176900
10.1115/DETC2019-98019/O,57215609504;35209941000;57189026693
10.1115/DETC2019-98019/P,56045493000;57197773578;57189243866
10.1115/DETC2019-98019/S,57200699937;57193834529;6603042352
10.1115/DETC2019-98412/O,57201772566;6507317548;56371366400
10.1115/DETC2019-98412/P,23569552400;57193360481;57212147414
10.1115/DETC2019-98412/S,35615891900;57212271159;57191862517
10.1115/DETC2019-97923/O,57197737083;57218202833;57193834529
10.1115/DETC2019-97923/P,6603615600;57212342217;57208823236
10.1115/DETC2019-97923/S,7004307869;57193008289;7004300863
10.1115/DETC2019-98439/O,56386056100;57201980753;35790633100
10.1115/DETC2019-98439/P,57190247942;57202116348;57214718289
10.1115/DETC2019-98439/S,12544690900;57197791798;57204761536
10.1007/978-3-030-05752-7_13/O,7005513246;57191620725;57211282935
10.1007/978-3-030-05752-7_13/P,57212089454;56767836200;57195970826
10.1007/978-3-030-05752-7_13/S,57212089454;57203943386;57198832579
10.2514/1.G003737/O,57215031057;57191862517;57188833818
10.2514/1.G003737/P,57216486642;7006111578;57216048774
10.2514/1.G003737/S,57197521815;57216048774;53878508900
10.14733/cadaps.2019.923-935/O,57212351859;35994294500;54978625300
10.14733/cadaps.2019.923-935/P,57201257192;7004277402;6603625990
10.14733/cadaps.2019.923-935/S,57197765353;57193360481;35175200200
10.1016/j.proci.2018.06.221/O,13406135400;10540655600;56584019300
10.1016/j.proci.2018.06.221/P,7006120837;55694540600;56680505500
10.1016/j.proci.2018.06.221/S,56714263700;57193749678;57194874146
10.1063/1.5070068/O,7004904337;57195217444;7004495126
10.1063/1.5070068/P,57031532300;55812232700;9277159100
10.1063/1.5070068/S,7410190129;57194698845;57195427378
10.1117/12.2529893/O,56709476900;57198044407;57204595191
10.1117/12.2529893/P,56896919700;6701755273;55736791400
10.1117/12.2529893/S,7003631423;6701720294;57215007775
10.1117/12.2511369/O,57195286623;57215684781;7103123753
10.1117/12.2511369/P,35195145200;7103123753;57204434337
10.1117/12.2511369/S,57205762391;57202237979;7103123753
10.2514/6.2019-0540/O,35562442700;6701777223;57189292901
10.2514/6.2019-0540/P,55171433700;6701720294;55249877500
10.2514/6.2019-0540/S,35994294500;23027991800;7005513246
10.2514/6.2019-0538/O,23006267900;6701876192;10141271600
10.2514/6.2019-0538/P,57191570988;56071519600;57205288709
10.2514/6.2019-0538/S,57202040530;56755464700;57218886193
10.1115/IMECE2019-11699/O,57200529047;7102900497;57052262900
10.1115/IMECE2019-11699/P,56584019300;7004848095;57204596520
10.1115/IMECE2019-11699/S,57198044407;56584019300;6603460787
10.1115/IMECE2019-11810/O,56251876800;7003292762;57191110417
10.1115/IMECE2019-11810/P,57195591421;56677251600;57215613881
10.1115/IMECE2019-11810/S,57216739000;57195921912;57215031057
10.1115/GT2019-91753/O,7004904337;36137344800;7102317656
10.1115/GT2019-91753/P,55486520500;57204032253;57192955909
10.1115/GT2019-91753/S,56830076500;35269204800;57218202833
10.1016/j.ifacol.2019.08.124/O,57218202833;6508306234;7005513246
10.1016/j.ifacol.2019.08.124/P,57218202833;7004904337;7005513246
10.1016/j.ifacol.2019.08.124/S,7004904337;7005513246;57218202833
10.1115/1.4040098/O,55694540600;13406135400;57200118993
10.1115/1.4040098/P,57198451372;57192943554;57193265581
10.1115/1.4040098/S,7410190129;56369566500;7003545107
10.1109/TCST.2017.2773027/O,6602577617;7202083837;55727966500
10.1109/TCST.2017.2773027/P,24824356000;57203179871;34168247900
10.1109/TCST.2017.2773027/S,55855376400;57202738247;6507358470
10.1061/9780784482575.015/O,39862017300;7403131979;6507359986
10.1061/9780784482575.015/P,7004904337;57217871738;7202711709
10.1061/9780784482575.015/S,57214365851;57217866402;56790117900
10.2514/1.I010706/O,57202763603;57191620725;6701876192
10.2514/1.I010706/P,57203801188;56979909000;56798055200
10.2514/1.I010706/S,36011148100;57210919648;16313800700
10.1364/CLEO_SI.2019.STu3H.4/O,57195970826;57218107757;57218591162
10.1364/CLEO_SI.2019.STu3H.4/P,57193755486;57212415946;57193834529
10.1364/CLEO_SI.2019.STu3H.4/S,57202735625;57193834529;6701720294
10.1061/9780784482087.011/O,6602889035;16199522200;57188688103
10.1061/9780784482087.011/P,57216048774;57215031057;57194703295
10.1061/9780784482087.011/S,55708105800;56330970800;56164575400
10.1109/JSTQE.2018.2854574/O,56714263700;57195398251;9942259800
10.1109/JSTQE.2018.2854574/P,57201257192;57195332895;7101643443
10.1109/JSTQE.2018.2854574/S,57211422454;57207846799;23388379100
10.1115/DETC2019-98431/O,57204031131;57205762398;57219312906
10.1115/DETC2019-98431/P,56331127200;57211516485;56662711400
10.1115/DETC2019-98431/S,13605498800;7102443026;57205761514
10.1115/DETC2019-98400/O,56672834700;57190228554;12544690900
10.1115/DETC2019-98400/P,35209941000;35615891900;55911870000
10.1115/DETC2019-98400/S,6602562656;57212151348;57215904613
10.5098/hmt.12.20/O,7103248108;24336460200;57211105311
10.5098/hmt.12.20/P,56261172000;57193749678;55619678900
10.5098/hmt.12.20/S,56261172000;57200576069;9277159100
10.1017/dsj.2018.6/O,57211516485;57192943554;7401970125
10.1017/dsj.2018.6/P,36006215900;7102879142;57195420301
10.1017/dsj.2018.6/S,7102879142;36006215900;57195420301
10.1117/1.JMM.18.1.015501/O,57212089454;7004479819;57201484423
10.1117/1.JMM.18.1.015501/P,55919211300;57209538650;37113017300
10.1117/1.JMM.18.1.015501/S,35791260000;8935141300;57191107247
10.14733/cadaps.2019.864-877/O,35316779800;6603040755;35409277700
10.14733/cadaps.2019.864-877/P,57200371154;57193362917;35269204800
10.14733/cadaps.2019.864-877/S,57202735625;55945437600;7404766197
10.1016/j.soildyn.2018.10.040/O,36125615300;53866135200;57208524360
10.1016/j.soildyn.2018.10.040/P,7005523706;6505761847;6508306234
10.1016/j.soildyn.2018.10.040/S,57198919773;6507359986;7406665619
10.1109/TNS.2018.2877579/O,35147940600;57205650285;7402756644
10.1109/TNS.2018.2877579/P,57208702517;7102900497;57202904399
10.1109/TNS.2018.2877579/S,57191923986;57216244800;8342785400
10.1039/c8na00101d/O,57195286623;56387524600;57201666213
10.1039/c8na00101d/P,7003387464;6507358470;57199050938
10.1039/c8na00101d/S,57202045558;56086163900;7006441571
10.1117/12.2510174/O,56767836200;57195591421;55788214400
10.1117/12.2510174/P,7410190129;55919211300;57209581042
10.1117/12.2510174/S,16422844400;7801676127;57218202833
10.1117/12.2511311/O,55649569259;57218591162;6508306234
10.1117/12.2511311/P,57217245563;36987999600;57211516485
10.1117/12.2511311/S,57203222139;56871132500;6603286802
10.1016/j.commatsci.2018.09.031/O,57202743127;57118455800;57190247942
10.1016/j.commatsci.2018.09.031/P,12778890800;23052031200;34873697600
10.1016/j.commatsci.2018.09.031/S,56487893500;57218202833;57212379321
10.2514/6.2019-0484/O,57205288709;56245452300;56798055200
10.2514/6.2019-0484/P,57201367093;57193903292;10141271600
10.2514/6.2019-0484/S,7402786794;57190404271;56315352000
10.24928/2019/0221/O,57218202833;6602562656;35303536900
10.24928/2019/0221/P,6603042352;57189026693;8421746800
10.24928/2019/0221/S,56890669600;57205257595;57218202833
10.1115/DSCC2019-9037/O,57203222139;57212455523;24830555500
10.1115/DSCC2019-9037/P,57190228554;57212455523;6508306234
10.1115/DSCC2019-9037/S,57188173800;57200077532;57201947722
10.2514/1.J057992/O,36154754400;7202812767;7004609408
10.2514/1.J057992/P,7004609408;57204829124;55247719300
10.2514/1.J057992/S,55247719300;56492379200;57195264521
10.1364/OIC.2019.MB.4/O,57196475822;7402786794;57191587072
10.1364/OIC.2019.MB.4/P,55457444300;55200909800;57218202833
10.1364/OIC.2019.MB.4/S,57189294915;55457444300;7402786794
10.2514/6.2019-2664/O,7005513246;36176552000;57188654880
10.2514/6.2019-2664/P,7202277096;6602649851;57191587072
10.2514/6.2019-2664/S,56330168500;6505878659;8392459500
10.2514/6.2019-2633/O,57194698845;7202316035;57216749286
10.2514/6.2019-2633/P,16245460000;15766049500;8705255200
10.2514/6.2019-2633/S,57200515115;35790633100;57209567638
10.3906/elk-1808-138/O,57217723923;57191587072;7402370024
10.3906/elk-1808-138/P,57205270902;57203310052;55710750200
10.3906/elk-1808-138/S,56662711400;57197773578;55249877500
10.1364/CLEO_SI.2019.STu3H.2/O,7006715937;57218591162;7004904337
10.1364/CLEO_SI.2019.STu3H.2/P,6701834327;7007046711;7006715937
10.1364/CLEO_SI.2019.STu3H.2/S,57203943386;57193755486;7406552522
10.1109/TPWRS.2018.2867791/O,57208246750;57191952713;57211254337
10.1109/TPWRS.2018.2867791/P,57188658434;57208246750;6506311950
10.1109/TPWRS.2018.2867791/S,57204469757;56957771800;57215116223
10.1115/DETC2019-97354/O,55806548500;57204761536;57188833818
10.1115/DETC2019-97354/P,57192710054;9277159100;7401970125
10.1115/DETC2019-97354/S,57197773578;6508306234;6701454416
10.1115/DETC2019-97621/O,56662711400;57204719621;56790117900
10.1115/DETC2019-97621/P,56071519600;57081918700;7403279876
10.1115/DETC2019-97621/S,16229559200;7102900497;57196372172
10.1126/scirobotics.aau5171/O,56071519600;57192710054;57214076898
10.1126/scirobotics.aau5171/P,57212341630;56071519600;57208255032
10.1126/scirobotics.aau5171/S,57210289242;57208255032;7006533953
10.1109/TNS.2018.2886094/O,57215613881;7801636116;6602889035
10.1109/TNS.2018.2886094/P,55547123342;7006631262;7005786977
10.1109/TNS.2018.2886094/S,57205650285;57208706948;56404157200
10.1109/TNS.2018.2884460/O,7801676127;57218685929;6602577617
10.1109/TNS.2018.2884460/P,57210911049;57217317667;57197733358
10.1109/TNS.2018.2884460/S,55547123342;57203957449;57214076898
10.1080/15397734.2019.1707685/O,57209567638;7005513246;57212415946
10.1080/15397734.2019.1707685/P,56714263700;55864283000;57188764210
10.1080/15397734.2019.1707685/S,56489679500;16548784600;57218202833
10.1103/PhysRevFluids.4.014002/O,57203269936;57200686665;57215052018
10.1103/PhysRevFluids.4.014002/P,57209274795;57194158491;57210923446
10.1103/PhysRevFluids.4.014002/S,56767836200;57211105311;57209538650
10.2514/1.A34263/O,6602305778;24465414600;7403279876
10.2514/1.A34263/P,55511230900;57204029674;57188691775
10.2514/1.A34263/S,57197795830;57216076371;57217482839
10.1061/9780784482100.043/O,24081598300;57216076371;56331558100
10.1061/9780784482100.043/P,23570183200;57208012227;7003663333
10.1061/9780784482100.043/S,24080990600;57212088299;57216076371
10.2118/194082-ms/O,57203219105;57195286623;25639041400
10.2118/194082-ms/P,57197800472;8448666000;35729129900
10.2118/194082-ms/S,7403218372;57218202833;6507359986
10.1016/j.asr.2018.08.032/O,57204761536;57203661821;7006542177
10.1016/j.asr.2018.08.032/P,8421746800;7006542177;35562442700
10.1016/j.asr.2018.08.032/S,57188691775;7004300863;8421746800
10.1109/PESGM.2018.8586586/O,35147940600;57210288045;57211254337
10.1109/PESGM.2018.8586586/P,57197749025;39362193900;57205645397
10.1109/PESGM.2018.8586586/S,19638969800;57190228554;57210290270
10.1109/NSREC.2018.8584297/O,56404157200;56698926600;57204968964
10.1109/NSREC.2018.8584297/P,57197733358;24295291100;57208706948
10.1109/NSREC.2018.8584297/S,57204470823;57197733505;7103395611
10.1109/NSREC.2018.8584313/O,57208707585;23052031200;55353164900
10.1109/NSREC.2018.8584313/P,12778890800;57208246750;57208707585
10.1109/NSREC.2018.8584313/S,7401431037;57197728435;57204470823
10.1109/ISGTEurope.2018.8571859/O,51461952600;57218202833;57218886193
10.1109/ISGTEurope.2018.8571859/P,6507358470;7005513246;57205348362
10.1109/ISGTEurope.2018.8571859/S,57205348362;6508306234;57218886189
10.1039/c8lc00966j/O,57196096093;57203308821;55708105800
10.1039/c8lc00966j/P,57203922639;56387524600;24382111400
10.1039/c8lc00966j/S,57201290781;7402422734;57190794386
10.1177/0361198118773505/O,57218886193;6701777223;57192247939
10.1177/0361198118773505/P,57212151348;57217866402;7005513246
10.1177/0361198118773505/S,7103186661;57204031131;57204032253
10.1115/1.4040552/O,57202852104;57218591162;57197800472
10.1115/1.4040552/P,56781290700;26029526200;57203980122
10.1115/1.4040552/S,7102975249;57212147414;56666222000
10.1016/j.ijheatmasstransfer.2018.07.044/O,57201484423;12445742400;57217581770
10.1016/j.ijheatmasstransfer.2018.07.044/P,7102879142;57208823236;55812232700
10.1016/j.ijheatmasstransfer.2018.07.044/S,50262207100;8608718200;57195340095
10.1115/1.4041199/O,8922674200;57189843306;57217041570
10.1115/1.4041199/P,7006441571;6602649851;13411176900
10.1115/1.4041199/S,56071519600;57217581770;57207689986
10.1186/s10033-018-0214-9/O,55864283000;8608718200;57212184217
10.1186/s10033-018-0214-9/P,57189623841;56677251600;7006533953
10.1186/s10033-018-0214-9/S,56577817900;15848771600;57218202833
10.1109/MAES.2018.180031/O,57210288045;7201675107;57193902758
10.1109/MAES.2018.180031/P,24465414600;57195596864;57218761022
10.1109/MAES.2018.180031/S,57126129700;57193902758;35562442700
10.1007/s11661-018-4922-7/O,55736791400;55945437600;57215031057
10.1007/s11661-018-4922-7/P,7003545107;57216183270;55911870000
10.1007/s11661-018-4922-7/S,9942259800;57201257192;57118455800
10.1007/s00162-018-0472-2/O,57203330644;57194859276;56260937200
10.1007/s00162-018-0472-2/P,7004904337;7202277096;7004848095
10.1007/s00162-018-0472-2/S,57202910818;7006815587;9942259800
10.1016/j.apenergy.2018.08.029/O,16422844400;36126203400;57202116348
10.1016/j.apenergy.2018.08.029/P,57189294915;7003631423;56484754900
10.1016/j.apenergy.2018.08.029/S,57211503118;57218591162;57195427378
10.1080/16864360.2018.1462570/O,57215613881;35195145200;56740595400
10.1080/16864360.2018.1462570/P,7006410098;55664291100;57204964732
10.1080/16864360.2018.1462570/S,7004300863;55948963100;57215697686
10.1016/j.expthermflusci.2018.06.026/O,56261172000;56897186700;57201367093
10.1016/j.expthermflusci.2018.06.026/P,57200118993;7004904337;56261172000
10.1016/j.expthermflusci.2018.06.026/S,57204031131;56692412900;8608718200
10.1016/j.ijheatmasstransfer.2018.05.068/O,57189445479;16043812000;57203269936
10.1016/j.ijheatmasstransfer.2018.05.068/P,55849071700;57204031131;57198431633
10.1016/j.ijheatmasstransfer.2018.05.068/S,55345299700;57192955909;56110251000
10.1016/j.ffa.2018.07.006/O,55916540700;7006441571;39861044100
10.1016/j.ffa.2018.07.006/P,7005253700;57202577089;7004904337
10.1016/j.ffa.2018.07.006/S,8448666000;12142543700;55911870000
10.1109/JSTQE.2018.2846024/O,57204968964;57200118993;57218221803
10.1109/JSTQE.2018.2846024/P,57191107247;57211493546;57208707588
10.1109/JSTQE.2018.2846024/S,57205025235;57215609504;55326050200
10.1016/j.jcsr.2018.09.007/O,57198919773;57214855898;6701610428
10.1016/j.jcsr.2018.09.007/P,57203978933;57203992542;7403218372
10.1016/j.jcsr.2018.09.007/S,6701720294;57194034271;54787829800
10.1116/1.5043297/O,57214718289;7403558004;56741048000
10.1116/1.5043297/P,7006410098;36126203400;57189026693
10.1116/1.5043297/S,6602649851;57217581937;57204029674
10.1109/HPCS.2018.00082/O,57202904399;13405030000;57201357657
10.1109/HPCS.2018.00082/P,7004904337;7201675107;57201772566
10.1109/HPCS.2018.00082/S,55457444300;56248593800;57081918700
10.3390/mi9100525/O,57214855898;57190247942;57188691775
10.3390/mi9100525/P,57188688103;56666222000;57193749678
10.3390/mi9100525/S,24483038000;57188681207;57215613881
10.1109/IVSW.2018.8494874/O,57204469757;35316779800;57208707588
10.1109/IVSW.2018.8494874/P,57197728435;57204470823;57205761514
10.1109/IVSW.2018.8494874/S,57205767010;57200363612;15831070600
10.1016/j.bej.2018.06.014/O,57202319101;57202367046;7005052477
10.1016/j.bej.2018.06.014/P,57215680724;57190605478;57193409777
10.1016/j.bej.2018.06.014/S,56387524600;57194155925;8750608700
10.1016/j.apenergy.2018.06.098/O,57198044407;57192660307;57211158470
10.1016/j.apenergy.2018.06.098/P,7101640734;8342785400;35508257500
10.1016/j.apenergy.2018.06.098/S,57189382200;6701720294;55458271500
10.1016/j.engstruct.2018.06.055/O,57218102993;57208524360;23009691800
10.1016/j.engstruct.2018.06.055/P,57208012227;56559765400;57218102993
10.1016/j.engstruct.2018.06.055/S,24483038000;57188833818;57211158470
10.1016/j.bios.2018.04.016/O,57214010282;55326143600;57204029674
10.1016/j.bios.2018.04.016/P,14059209700;57195427378;57209881955
10.1016/j.bios.2018.04.016/S,57211516485;57214010282;55249658600
10.1109/ISWCS.2018.8491220/O,57215811083;57200117690;57207689986
10.1109/ISWCS.2018.8491220/P,57204692730;57208246750;55279219900
10.1109/ISWCS.2018.8491220/S,38662818500;57189235340;55422614200
10.1109/ISWCS.2018.8491087/O,57215811083;57210287346;7003868048
10.1109/ISWCS.2018.8491087/P,56819566000;57218761022;56102505100
10.1109/ISWCS.2018.8491087/S,36987999600;57196000820;57218202833
10.1109/ISWCS.2018.8491196/O,35621274900;57218761022;57201864184
10.1109/ISWCS.2018.8491196/P,7003498769;57191620725;24726409500
10.1109/ISWCS.2018.8491196/S,57196000820;57218202833;57191620725
10.1016/j.commatsci.2018.06.031/O,7403279876;57218221803;57208246750
10.1016/j.commatsci.2018.06.031/P,57218202833;57204032253;57201212051
10.1016/j.commatsci.2018.06.031/S,57195591421;10640480600;55301279200
10.1177/1548512918772028/O,57215432728;15044701600;6701746882
10.1177/1548512918772028/P,8660143800;36987999600;8448666000
10.1177/1548512918772028/S,57203330644;57210290270;16643231700
10.1115/1.4040700/O,55213245300;56371366400;57201257192
10.1115/1.4040700/P,57189843306;57210477807;57196261400
10.1115/1.4040700/S,56819566000;57208717150;55100119300
